customer_id,monthly_transactions,avg_basket_size,total_spend,avg_session_duration,email_open_rate,product_views_per_visit,return_rate,customer_tenure_months,recency_days
CUST_0700,9.9,7.0,1532.28,27.7,0.0,33.2,0.13,19,17
CUST_0701,11.7,20.9,6564.94,42.2,0.95,45.9,0.01,28,8
CUST_0702,3.3,4.9,515.98,61.9,0.95,34.8,0.2,25,40
CUST_0703,16.6,22.2,6081.49,48.3,0.54,42.6,0.08,25,13
CUST_0704,1.7,14.8,4271.21,16.9,0.0,12.0,0.02,21,11
CUST_0705,12.7,22.8,6199.07,51.6,0.95,48.4,0.0,34,6
CUST_0706,1.6,3.6,410.15,55.6,0.74,27.5,0.28,14,31
CUST_0707,15.4,24.4,6220.83,52.7,0.95,53.9,0.0,33,8
CUST_0708,10.4,18.9,6530.31,49.8,0.95,40.1,0.18,22,4
CUST_0709,14.9,22.0,6856.51,47.2,0.95,43.2,0.0,27,6
CUST_0710,3.7,20.6,3972.66,18.5,0.0,19.0,0.19,18,25
CUST_0711,2.1,3.3,435.75,49.6,0.82,26.7,0.07,11,42
CUST_0712,0.7,1.0,878.64,17.9,0.95,28.0,0.07,1,15
CUST_0713,7.4,5.6,1177.33,25.3,0.87,24.9,0.04,3,13
CUST_0714,9.8,7.8,1581.78,34.6,0.39,39.2,0.03,28,12
CUST_0715,4.2,19.4,3882.73,27.4,0.65,11.4,0.12,32,22
CUST_0716,2.5,3.6,431.28,54.0,0.73,32.0,0.43,8,39
CUST_0717,1.6,3.2,276.76,37.5,0.8,25.4,0.14,14,51
CUST_0718,7.9,5.5,1596.52,33.6,0.08,39.6,0.09,29,18
CUST_0719,6.2,4.4,970.99,36.8,0.95,39.9,0.0,13,22
CUST_0720,8.9,4.6,1847.45,34.6,0.71,37.6,0.17,35,21
CUST_0721,7.1,5.7,1219.94,25.8,0.0,35.6,0.2,15,11
CUST_0722,0.9,2.6,383.97,43.4,0.29,31.3,0.06,13,38
CUST_0723,5.1,20.1,3578.24,25.7,0.95,21.0,0.41,26,22
CUST_0724,11.7,19.2,6327.81,44.6,0.95,45.8,0.0,23,5
CUST_0725,10.3,7.3,1536.32,40.9,0.0,42.0,0.16,34,15
CUST_0726,2.5,3.2,377.22,51.1,0.49,32.7,0.04,4,36
CUST_0727,8.9,16.8,4969.07,47.7,0.95,47.7,0.0,21,8
CUST_0728,3.2,3.4,417.05,52.3,0.33,29.2,0.5,6,34
CUST_0729,3.9,23.0,4363.62,22.9,0.95,17.7,0.18,32,21
CUST_0730,8.1,5.2,1594.83,28.7,0.95,36.2,0.06,23,10
CUST_0731,4.3,9.0,1999.93,33.6,0.0,28.7,0.08,2,7
CUST_0732,0.4,1.5,362.75,43.8,0.48,26.4,0.27,9,20
CUST_0733,16.3,25.6,6377.44,40.0,0.0,42.5,0.07,22,5
CUST_0734,4.0,7.6,1248.5,35.8,0.0,30.3,0.08,4,9
CUST_0735,5.9,4.4,1152.19,25.1,0.95,32.5,0.0,10,11
CUST_0736,4.4,10.6,2288.58,27.0,0.0,20.3,0.0,5,8
CUST_0737,15.9,22.4,6239.27,45.1,0.78,47.0,0.0,27,10
CUST_0738,12.5,17.9,6712.18,24.0,0.0,37.6,0.15,7,5
CUST_0739,6.6,3.3,1812.15,28.7,0.95,35.8,0.17,30,9
CUST_0740,5.6,25.6,4475.73,27.0,0.0,31.1,0.31,41,28
CUST_0741,8.5,6.6,1504.12,30.5,0.95,36.0,0.07,25,11
CUST_0742,6.1,4.0,1099.01,26.2,0.74,37.9,0.14,16,14
CUST_0743,11.7,20.7,6777.28,33.6,0.8,37.8,0.05,18,3
CUST_0744,0.2,1.0,369.04,47.1,0.25,24.5,0.47,13,17
CUST_0745,3.2,7.8,2263.23,24.4,0.0,18.3,0.19,1,7
CUST_0746,9.3,18.2,5528.67,40.5,0.95,47.5,0.01,21,11
CUST_0747,3.9,3.7,413.68,50.4,0.32,23.8,0.5,1,32
CUST_0748,6.8,10.1,2205.87,51.6,0.95,30.9,0.36,15,13
CUST_0749,0.2,1.9,339.26,46.6,0.62,31.4,0.0,26,29
CUST_0750,13.7,20.2,7605.42,38.9,0.95,35.9,0.0,24,15
CUST_0751,4.5,7.9,1879.05,42.4,0.95,22.3,0.15,10,11
CUST_0752,12.6,23.1,6275.5,48.5,0.27,43.0,0.14,27,4
CUST_0753,7.1,4.3,1195.09,28.7,0.6,34.7,0.18,16,15
CUST_0754,2.9,4.0,500.46,58.2,0.95,30.3,0.42,28,41
CUST_0755,6.6,5.9,1366.96,30.7,0.0,41.5,0.14,19,16
CUST_0756,5.5,19.7,3802.38,24.4,0.0,16.5,0.3,21,16
CUST_0757,7.3,5.4,1500.09,15.0,0.0,24.4,0.39,9,20
CUST_0758,11.5,18.0,6514.06,47.8,0.95,44.5,0.0,24,4
CUST_0759,1.5,3.4,594.72,49.7,0.0,30.9,0.5,23,34
CUST_0760,5.6,3.2,1480.9,29.5,0.86,35.6,0.16,20,19
CUST_0761,0.2,1.3,193.12,33.6,0.0,23.8,0.03,1,26
CUST_0762,4.3,6.9,1578.33,41.4,0.95,27.9,0.22,8,23
CUST_0763,10.3,7.2,1446.02,26.9,0.0,35.0,0.05,17,22
CUST_0764,2.1,3.1,500.8,42.0,0.0,24.9,0.22,10,37
CUST_0765,1.6,18.0,3507.18,23.7,0.0,12.6,0.0,17,31
CUST_0766,9.5,6.5,1545.9,32.4,0.21,38.1,0.07,25,17
CUST_0767,0.2,17.4,4361.81,8.9,0.74,8.2,0.0,15,14
CUST_0768,1.3,9.0,3769.58,17.9,0.95,17.3,0.3,10,21
CUST_0769,7.5,23.1,5326.65,25.6,0.95,18.2,0.39,36,21
CUST_0770,0.2,1.3,347.14,61.4,0.58,37.9,0.49,12,25
CUST_0771,0.2,3.1,458.43,41.1,0.48,29.1,0.0,25,33
CUST_0772,8.2,6.7,1619.04,27.5,0.0,38.1,0.17,23,9
CUST_0773,0.8,2.6,472.55,57.7,0.0,35.1,0.09,20,33
CUST_0774,4.1,4.8,499.19,61.9,0.95,36.9,0.5,32,52
CUST_0775,15.6,25.0,6628.11,50.1,0.0,53.6,0.0,27,8
CUST_0776,9.1,5.7,1406.87,32.6,0.95,39.5,0.06,26,26
CUST_0777,8.3,8.0,1300.75,30.4,0.0,30.4,0.15,10,12
CUST_0778,4.6,18.8,3564.16,24.6,0.73,19.0,0.33,21,21
CUST_0779,5.9,4.0,1575.16,22.0,0.15,36.7,0.06,20,7
CUST_0780,12.1,18.3,6753.18,51.1,0.95,41.9,0.0,25,10
CUST_0781,14.4,21.2,6734.21,50.9,0.95,41.4,0.0,35,16
CUST_0782,4.0,5.1,581.17,43.0,0.95,26.6,0.25,29,48
CUST_0783,4.1,2.9,514.71,63.9,0.95,29.6,0.5,18,30
CUST_0784,9.7,6.8,1174.57,34.0,0.95,46.1,0.0,19,14
CUST_0785,7.1,2.7,1517.63,32.2,0.95,41.6,0.0,28,23
CUST_0786,6.0,4.2,1222.54,16.5,0.0,30.8,0.3,5,12
CUST_0787,0.2,15.2,3330.92,11.1,0.0,4.8,0.0,3,23
CUST_0788,0.2,15.3,3558.82,18.2,0.0,18.8,0.0,12,20
CUST_0789,2.9,16.9,4082.11,15.6,0.0,16.6,0.21,10,19
CUST_0790,4.5,4.2,336.54,65.7,0.95,35.4,0.5,22,46
CUST_0791,0.2,2.5,383.13,64.2,0.0,30.1,0.04,1,22
CUST_0792,10.5,6.9,1669.26,26.9,0.95,36.2,0.0,24,13
CUST_0793,17.7,25.1,6080.78,68.8,0.95,58.1,0.0,47,13
CUST_0794,7.5,6.3,1257.2,31.6,0.0,31.4,0.16,13,18
CUST_0795,1.3,2.4,450.0,44.0,0.0,27.4,0.15,12,35
CUST_0796,0.6,3.2,530.65,53.0,0.62,33.6,0.24,37,36
CUST_0797,6.6,24.5,4054.51,29.7,0.0,17.7,0.46,35,28
CUST_0798,10.1,7.1,1828.12,18.9,0.0,28.5,0.24,20,12
CUST_0799,4.4,8.0,1233.58,50.5,0.09,31.1,0.0,1,6
CUST_0800,3.9,19.7,3484.8,17.3,0.49,11.4,0.26,17,17
CUST_0801,7.1,5.6,1083.84,25.3,0.0,29.3,0.13,7,13
CUST_0802,4.7,4.5,329.59,75.5,0.95,37.7,0.5,14,43
CUST_0803,0.2,2.5,533.21,51.3,0.95,31.2,0.0,40,27
CUST_0804,15.2,23.8,7707.22,56.9,0.95,54.7,0.0,40,7
CUST_0805,3.5,5.2,623.02,42.6,0.84,26.2,0.23,34,45
CUST_0806,5.0,22.9,3620.11,29.0,0.15,16.2,0.15,31,25
CUST_0807,3.2,4.6,757.67,55.7,0.55,33.5,0.27,37,42
CUST_0808,14.6,22.1,6854.63,36.0,0.0,38.8,0.0,16,9
CUST_0809,7.6,5.1,1067.79,28.1,0.95,44.0,0.0,14,13
CUST_0810,14.3,20.6,6717.89,35.9,0.95,43.3,0.0,17,6
CUST_0811,7.2,4.6,1259.6,38.2,0.95,35.5,0.0,22,18
CUST_0812,0.2,1.2,366.41,52.5,0.0,22.7,0.0,6,40
CUST_0813,0.2,1.6,377.63,63.7,0.0,36.6,0.27,15,20
CUST_0814,0.5,2.0,243.51,42.6,0.25,24.5,0.0,2,37
CUST_0815,7.7,4.6,1616.04,29.3,0.95,25.5,0.15,17,24
CUST_0816,5.2,10.2,1659.17,27.7,0.0,19.4,0.12,1,20
CUST_0817,4.2,5.1,559.11,45.0,0.95,19.7,0.46,29,43
CUST_0818,14.5,24.7,7141.71,49.9,0.95,50.0,0.0,33,6
CUST_0819,3.4,15.1,3939.22,22.1,0.95,20.3,0.36,21,17
CUST_0820,8.5,4.7,1149.09,32.7,0.95,35.9,0.0,14,15
CUST_0821,0.2,1.8,492.84,53.7,0.12,36.8,0.33,31,29
CUST_0822,8.5,5.5,1441.87,21.8,0.0,32.1,0.13,16,14
CUST_0823,3.1,5.3,1873.07,40.8,0.95,35.8,0.5,13,14
CUST_0824,17.3,24.2,6597.17,43.3,0.0,39.8,0.27,20,7
CUST_0825,3.1,13.4,3036.39,19.1,0.95,13.7,0.26,5,15
CUST_0826,3.0,3.0,405.68,61.0,0.95,41.3,0.5,17,35
CUST_0827,0.8,2.9,389.96,49.7,0.2,25.4,0.0,18,32
CUST_0828,0.2,2.0,385.71,27.6,0.0,22.9,0.0,16,31
CUST_0829,5.6,3.3,1283.14,32.8,0.95,35.1,0.08,19,12
CUST_0830,9.8,6.5,1453.44,36.1,0.95,45.1,0.0,30,17
CUST_0831,3.4,5.8,1395.81,47.4,0.95,28.2,0.41,1,13
CUST_0832,6.0,4.2,1205.2,22.6,0.14,32.8,0.13,9,19
CUST_0833,7.8,5.7,1512.62,26.7,0.0,40.3,0.19,21,18
CUST_0834,5.8,5.7,1044.28,21.5,0.0,36.1,0.17,8,14
CUST_0835,3.9,2.2,1247.45,13.9,0.7,30.5,0.18,9,8
CUST_0836,14.3,22.2,6770.68,48.6,0.95,39.8,0.16,29,7
CUST_0837,11.9,19.0,6166.78,26.1,0.0,35.4,0.09,3,4
CUST_0838,3.6,4.1,464.72,57.4,0.95,38.1,0.45,14,42
CUST_0839,4.0,24.5,4318.13,17.3,0.0,8.9,0.0,29,23
CUST_0840,6.2,9.6,1992.92,38.2,0.95,32.0,0.25,11,18
CUST_0841,6.1,24.7,4768.59,28.5,0.0,17.6,0.19,39,25
CUST_0842,3.3,5.6,1479.55,26.8,0.95,26.5,0.22,13,9
CUST_0843,4.9,22.6,4927.75,12.8,0.0,15.0,0.23,13,21
CUST_0844,4.1,5.2,684.24,56.1,0.01,31.1,0.18,28,44
CUST_0845,11.1,7.9,1567.32,41.7,0.23,47.0,0.0,35,14
CUST_0846,5.3,5.8,975.36,17.3,0.0,34.2,0.1,1,10
CUST_0847,10.2,27.1,4696.28,37.9,0.95,28.8,0.5,51,32
CUST_0848,4.7,2.0,1052.26,27.7,0.0,23.7,0.32,1,24
CUST_0849,0.5,2.9,378.5,61.0,0.95,40.7,0.0,34,41
CUST_0850,4.1,2.6,1395.66,23.1,0.0,28.1,0.26,14,17
CUST_0851,0.2,1.6,280.64,55.2,0.95,31.8,0.0,23,29
CUST_0852,1.1,2.0,382.35,44.8,0.43,33.2,0.23,7,30
CUST_0853,2.6,3.4,459.33,46.8,0.64,31.3,0.5,19,44
CUST_0854,1.9,3.7,327.7,39.6,0.82,30.3,0.48,8,39
CUST_0855,2.5,4.3,603.66,57.4,0.0,36.0,0.41,21,37
CUST_0856,14.5,19.7,6113.06,39.6,0.95,36.7,0.08,18,8
CUST_0857,0.2,1.7,120.09,52.3,0.95,32.5,0.0,1,24
CUST_0858,0.2,1.0,344.42,32.2,0.0,17.5,0.0,3,27
CUST_0859,0.2,1.0,165.03,52.5,0.44,30.2,0.26,1,29
CUST_0860,3.6,7.6,1816.51,27.0,0.0,13.5,0.01,1,15
CUST_0861,2.2,20.8,4397.39,20.8,0.0,12.8,0.0,31,20
CUST_0862,8.1,5.4,1374.2,33.1,0.15,25.7,0.25,14,15
CUST_0863,7.3,4.5,1354.0,37.7,0.95,38.1,0.0,17,16
CUST_0864,6.0,3.1,1384.83,26.5,0.95,40.6,0.02,15,6
CUST_0865,7.3,3.9,1442.23,34.5,0.95,46.7,0.0,28,14
CUST_0866,5.9,19.9,3541.52,24.2,0.95,22.8,0.5,24,16
CUST_0867,6.6,3.0,1648.89,41.5,0.95,46.4,0.0,34,9
CUST_0868,2.9,4.6,509.55,54.9,0.0,27.6,0.37,13,36
CUST_0869,4.4,7.3,1380.87,34.1,0.55,25.2,0.09,1,13
CUST_0870,2.5,17.4,3865.13,19.9,0.0,21.3,0.22,18,11
CUST_0871,12.4,21.7,7017.48,27.1,0.0,30.6,0.0,12,5
CUST_0872,13.5,21.6,5927.94,47.7,0.95,42.8,0.05,31,5
CUST_0873,14.3,21.4,7364.23,40.1,0.77,36.2,0.26,25,9
CUST_0874,1.7,19.9,3892.58,26.5,0.95,23.9,0.09,28,24
CUST_0875,8.4,3.2,1667.27,42.0,0.95,39.0,0.0,33,25
CUST_0876,13.4,22.1,6410.64,51.3,0.95,39.4,0.04,31,10
CUST_0877,1.7,2.9,305.19,68.5,0.66,32.9,0.5,13,35
CUST_0878,0.2,1.6,230.85,43.7,0.14,30.2,0.0,9,34
CUST_0879,2.1,3.4,333.79,63.1,0.23,32.4,0.46,8,34
CUST_0880,9.3,5.6,1564.69,38.5,0.95,32.8,0.0,28,20
CUST_0881,3.5,7.1,1223.19,24.5,0.0,26.9,0.06,1,10
CUST_0882,0.2,1.1,402.54,54.0,0.0,30.9,0.24,12,21
CUST_0883,1.3,2.6,458.45,52.0,0.95,32.4,0.06,28,35
CUST_0884,1.5,3.0,421.66,58.5,0.0,33.6,0.5,15,39
CUST_0885,4.5,2.3,841.54,21.5,0.19,33.7,0.19,2,24
CUST_0886,3.5,19.9,3831.07,17.3,0.74,13.3,0.22,18,15
CUST_0887,2.8,5.0,464.91,56.3,0.72,35.7,0.32,24,42
CUST_0888,1.4,4.7,1539.37,33.7,0.0,25.4,0.23,1,8
CUST_0889,14.1,21.4,7959.04,48.6,0.95,48.6,0.0,35,13
CUST_0890,1.0,2.9,366.0,56.7,0.0,29.4,0.12,8,37
CUST_0891,6.9,3.8,1297.44,27.0,0.95,46.4,0.06,16,17
CUST_0892,6.3,16.2,3954.79,24.0,0.32,13.3,0.44,24,23
CUST_0893,8.1,5.5,1359.48,32.6,0.95,39.6,0.05,22,21
CUST_0894,18.0,27.6,6921.93,63.8,0.95,59.8,0.0,50,14
CUST_0895,0.2,1.5,318.38,42.3,0.54,26.2,0.0,2,19
CUST_0896,0.5,13.0,3382.93,12.2,0.0,12.3,0.0,2,11
CUST_0897,7.9,6.0,1570.23,25.9,0.32,40.7,0.07,27,12
CUST_0898,3.3,4.4,512.41,51.7,0.0,31.4,0.5,13,47
CUST_0899,6.1,13.7,5409.75,24.0,0.12,34.8,0.06,1,6
CUST_0900,18.6,26.2,7674.85,48.7,0.0,38.9,0.31,34,10
CUST_0901,3.6,3.2,1042.45,19.9,0.0,31.0,0.12,5,13
CUST_0902,14.4,22.8,6489.19,52.8,0.95,51.1,0.08,34,3
CUST_0903,5.4,8.6,1622.59,38.1,0.95,19.8,0.1,4,10
CUST_0904,15.7,22.9,6522.97,65.5,0.95,54.0,0.0,43,12
CUST_0905,1.8,2.5,461.23,54.1,0.95,32.9,0.26,28,37
CUST_0906,10.5,7.7,1511.73,27.6,0.0,41.3,0.09,22,15
CUST_0907,6.7,5.3,1362.97,24.2,0.0,36.3,0.23,21,7
CUST_0908,5.9,4.0,1271.29,31.2,0.43,36.2,0.13,14,17
CUST_0909,13.8,18.2,6690.59,40.7,0.95,41.8,0.0,14,10
CUST_0910,8.1,4.8,1470.41,36.4,0.95,26.3,0.12,18,14
CUST_0911,4.5,22.3,4432.63,18.5,0.95,14.1,0.22,30,23
CUST_0912,3.5,25.5,4313.05,22.7,0.0,11.3,0.0,29,16
CUST_0913,0.2,1.0,173.05,56.0,0.27,33.2,0.17,1,26
CUST_0914,8.1,5.9,1170.23,24.1,0.0,32.3,0.16,10,15
CUST_0915,9.1,7.1,1683.5,32.2,0.0,34.6,0.24,29,10
CUST_0916,6.1,4.5,1422.15,20.8,0.0,36.7,0.21,12,11
CUST_0917,0.2,1.0,89.22,34.8,0.38,21.8,0.14,1,24
CUST_0918,3.8,20.1,3993.52,23.8,0.94,13.2,0.05,33,10
CUST_0919,1.6,3.3,365.39,48.8,0.95,34.6,0.48,13,24
CUST_0920,14.1,21.8,5729.99,45.4,0.0,36.2,0.27,21,10
CUST_0921,4.3,8.3,1999.39,39.5,0.0,35.2,0.16,3,16
CUST_0922,14.3,24.7,8579.22,40.9,0.95,39.8,0.03,33,6
CUST_0923,5.3,9.0,1825.11,38.3,0.0,31.0,0.07,1,14
CUST_0924,16.3,24.0,6888.66,39.7,0.0,35.2,0.26,18,8
CUST_0925,1.2,3.6,383.65,61.8,0.11,36.4,0.33,11,34
CUST_0926,0.7,3.4,510.53,64.0,0.0,33.9,0.5,28,27
CUST_0927,7.3,4.8,1290.76,24.9,0.0,34.3,0.15,10,18
CUST_0928,0.8,3.0,482.59,60.5,0.95,31.7,0.0,35,29
CUST_0929,5.3,3.8,1200.57,32.9,0.25,30.5,0.23,12,19
CUST_0930,1.4,3.9,559.64,58.0,0.0,33.6,0.05,22,39
CUST_0931,14.3,23.1,7813.78,39.8,0.83,40.9,0.05,27,10
CUST_0932,1.1,2.5,441.53,19.2,0.0,15.1,0.0,11,36
CUST_0933,0.4,1.2,351.64,36.5,0.0,26.3,0.13,8,30
CUST_0934,2.7,4.0,418.52,59.5,0.0,34.8,0.5,4,45
CUST_0935,1.3,3.1,302.03,52.6,0.95,32.1,0.41,22,39
CUST_0936,3.7,4.9,641.46,76.5,0.95,39.9,0.4,39,35
CUST_0937,1.4,1.4,337.05,55.6,0.95,25.8,0.12,9,30
CUST_0938,7.4,5.1,1345.09,34.2,0.5,32.0,0.06,16,19
CUST_0939,1.8,2.9,206.01,58.2,0.95,36.0,0.5,19,34
CUST_0940,9.4,6.9,1302.08,36.4,0.0,31.0,0.11,18,20
CUST_0941,0.2,13.6,3932.14,12.5,0.61,15.7,0.0,14,20
CUST_0942,19.4,28.8,6880.9,52.3,0.0,44.4,0.23,41,7
CUST_0943,4.0,2.6,1305.92,25.8,0.95,34.9,0.2,16,12
CUST_0944,6.7,5.3,1234.25,28.5,0.11,36.7,0.16,14,15
CUST_0945,16.1,23.4,7285.95,42.5,0.41,44.6,0.0,25,13
CUST_0946,1.9,3.0,404.99,58.4,0.68,37.8,0.5,14,28
CUST_0947,5.9,4.2,1360.0,26.0,0.0,30.1,0.2,10,11
CUST_0948,1.9,5.3,1356.28,19.8,0.0,15.6,0.0,1,8
CUST_0949,2.0,3.2,519.15,50.2,0.6,26.0,0.0,28,36
CUST_0950,6.2,3.1,1263.49,29.0,0.95,33.2,0.1,15,14
CUST_0951,3.2,4.2,433.63,44.9,0.95,27.0,0.0,24,55
CUST_0952,0.2,2.3,292.55,41.2,0.29,29.2,0.0,7,34
CUST_0953,20.5,27.8,5904.56,48.4,0.0,34.9,0.28,29,8
CUST_0954,4.3,21.3,4015.29,32.8,0.95,15.7,0.13,36,25
CUST_0955,9.8,6.6,1923.9,29.7,0.0,35.3,0.24,30,18
CUST_0956,18.8,26.8,8004.16,47.1,0.22,43.2,0.15,35,11
CUST_0957,1.2,1.9,227.7,74.5,0.56,35.6,0.5,9,33
CUST_0958,5.9,19.7,3737.79,26.1,0.91,14.7,0.4,25,26
CUST_0959,4.2,2.7,965.22,35.9,0.95,39.4,0.05,20,12
CUST_0960,5.9,10.4,1979.45,27.3,0.0,27.5,0.07,1,10
CUST_0961,7.9,7.1,1280.61,25.2,0.0,26.0,0.26,3,20
CUST_0962,1.1,3.9,610.14,45.7,0.0,24.9,0.16,21,36
CUST_0963,6.4,2.3,1309.1,28.3,0.95,33.3,0.09,19,20
CUST_0964,4.1,14.0,3268.67,19.3,0.0,8.8,0.45,7,24
CUST_0965,3.3,6.0,1977.53,16.3,0.54,14.2,0.16,1,10
CUST_0966,5.0,2.1,1162.99,25.8,0.95,25.4,0.13,6,12
CUST_0967,2.7,18.8,3731.91,24.7,0.95,15.2,0.15,31,24
CUST_0968,6.3,5.0,1132.22,34.0,0.0,32.3,0.19,14,19
CUST_0969,7.1,3.8,1428.5,30.0,0.95,24.3,0.12,18,21
CUST_0970,5.9,3.9,1079.54,28.4,0.95,34.5,0.0,5,8
CUST_0971,5.7,28.0,4912.84,22.1,0.0,16.6,0.22,34,18
CUST_0972,4.4,5.1,508.39,62.5,0.95,31.9,0.24,18,42
CUST_0973,14.1,21.3,6015.22,45.2,0.63,47.4,0.19,21,2
CUST_0974,7.4,5.6,1462.88,30.7,0.25,41.3,0.05,24,8
CUST_0975,3.5,5.2,1541.91,39.0,0.95,27.7,0.44,10,17
CUST_0976,1.5,20.2,3427.87,27.0,0.09,15.2,0.0,31,24
CUST_0977,0.2,1.8,336.42,37.3,0.0,26.1,0.19,1,20
CUST_0978,2.6,4.9,487.25,54.1,0.95,31.5,0.41,24,46
CUST_0979,0.2,1.5,275.45,34.9,0.0,20.3,0.5,1,33
CUST_0980,3.1,2.5,1142.32,16.6,0.0,19.3,0.37,1,8
CUST_0981,6.4,4.0,1236.66,16.3,0.0,33.2,0.18,4,17
CUST_0982,2.2,19.6,4588.75,19.1,0.0,17.4,0.03,28,12
CUST_0983,0.2,1.7,267.49,43.5,0.95,29.1,0.0,23,29
CUST_0984,9.9,7.7,1726.93,26.3,0.0,31.5,0.07,17,7
CUST_0985,1.8,3.6,596.98,45.9,0.0,25.3,0.13,27,41
CUST_0986,11.2,26.6,4025.1,33.6,0.0,18.1,0.5,33,18
CUST_0987,2.8,3.1,366.62,29.0,0.0,19.2,0.5,1,54
CUST_0988,8.7,6.9,1582.36,15.9,0.0,29.7,0.13,18,9
CUST_0989,7.7,6.3,1411.46,29.1,0.0,36.1,0.18,15,10
CUST_0990,1.4,3.6,374.23,58.6,0.0,35.9,0.5,12,41
CUST_0991,3.3,6.7,1751.92,43.0,0.76,30.0,0.19,2,7
CUST_0992,11.7,20.0,7244.86,51.9,0.95,52.5,0.0,32,8
CUST_0993,3.7,3.6,566.39,69.8,0.95,39.0,0.47,31,36
CUST_0994,1.6,3.5,553.5,53.9,0.95,26.3,0.0,31,25
CUST_0995,0.2,2.4,476.07,30.1,0.0,20.8,0.0,9,40
CUST_0996,7.6,5.2,1539.88,24.9,0.0,33.6,0.13,15,16
CUST_0997,9.7,17.0,6394.42,44.2,0.95,35.2,0.0,23,6
CUST_0998,8.1,4.2,1518.03,27.8,0.58,36.8,0.13,20,20
CUST_0999,11.2,9.2,1511.21,39.0,0.0,44.2,0.08,32,20
CUST_1000,4.9,3.2,1169.91,19.6,0.0,29.4,0.23,2,13
CUST_1001,3.2,7.6,1796.51,33.9,0.0,31.1,0.09,1,6
CUST_1002,11.8,20.0,6115.26,39.9,0.0,36.4,0.12,12,8
CUST_1003,8.4,6.3,1859.24,26.6,0.0,35.1,0.25,30,17
CUST_1004,13.4,21.7,6321.63,41.6,0.95,46.0,0.0,26,11
CUST_1005,14.7,22.2,6334.52,48.0,0.34,47.9,0.05,22,3
CUST_1006,3.9,13.7,4184.75,24.2,0.15,18.5,0.31,17,22
CUST_1007,0.2,1.7,504.07,43.0,0.0,20.8,0.26,21,16
CUST_1008,11.6,8.9,1910.92,32.7,0.0,41.9,0.11,39,14
CUST_1009,5.7,21.3,4098.14,25.0,0.0,13.3,0.29,35,30
CUST_1010,14.0,20.4,6672.58,43.7,0.95,42.4,0.0,28,12
CUST_1011,2.9,3.7,476.98,49.6,0.95,23.4,0.4,9,32
CUST_1012,1.9,13.8,3482.12,19.7,0.95,21.2,0.3,17,26
CUST_1013,14.4,20.8,5551.36,46.9,0.61,46.9,0.12,28,14
CUST_1014,5.6,4.3,1139.99,28.7,0.95,27.2,0.21,12,14
CUST_1015,2.2,16.4,4024.53,18.2,0.0,18.9,0.06,10,13
CUST_1016,1.5,4.2,599.82,43.6,0.95,21.5,0.18,28,32
CUST_1017,2.0,1.0,1030.47,22.4,0.23,32.2,0.32,3,15
CUST_1018,0.2,1.7,304.58,52.7,0.0,30.4,0.02,14,29
CUST_1019,16.6,26.5,7186.95,55.3,0.66,52.0,0.07,44,13
CUST_1020,1.3,1.6,347.09,51.5,0.83,32.2,0.0,7,29
CUST_1021,4.6,3.8,1161.15,30.5,0.95,37.3,0.02,8,10
CUST_1022,0.3,2.6,343.03,34.0,0.0,20.7,0.04,1,36
CUST_1023,12.3,24.5,5958.32,56.1,0.14,55.5,0.0,37,9
CUST_1024,1.5,2.8,420.01,57.7,0.95,36.9,0.12,34,39
CUST_1025,3.6,23.8,4549.17,26.0,0.95,22.5,0.26,31,26
CUST_1026,12.8,24.6,6151.17,41.1,0.0,39.0,0.21,24,7
CUST_1027,7.1,3.9,1526.53,26.5,0.95,39.3,0.0,23,10
CUST_1028,9.5,5.3,1651.38,33.2,0.95,43.8,0.0,31,18
CUST_1029,11.1,8.9,1530.3,35.9,0.95,40.8,0.0,27,14
CUST_1030,5.1,2.0,1484.15,26.9,0.95,35.9,0.2,19,12
CUST_1031,3.4,14.8,3719.95,18.6,0.95,10.7,0.21,11,22
CUST_1032,3.6,21.2,3601.5,18.1,0.95,17.6,0.25,25,25
CUST_1033,9.0,5.5,1389.44,29.6,0.49,40.9,0.0,18,20
CUST_1034,14.4,21.8,6039.21,53.6,0.95,48.9,0.0,34,11
CUST_1035,1.1,3.8,501.02,42.9,0.0,22.3,0.15,30,45
CUST_1036,2.1,3.4,407.89,42.3,0.0,28.1,0.15,1,39
CUST_1037,6.7,4.4,1412.99,20.0,0.37,29.3,0.17,13,12
CUST_1038,0.2,2.8,539.55,38.1,0.0,20.0,0.0,15,29
CUST_1039,11.6,9.0,1557.49,39.9,0.22,44.4,0.0,25,16
CUST_1040,5.6,19.5,3988.01,17.7,0.0,8.1,0.4,11,24
CUST_1041,0.7,2.9,575.17,38.3,0.24,24.5,0.0,29,28
CUST_1042,6.3,5.5,470.37,69.4,0.95,35.3,0.5,17,52
CUST_1043,1.0,14.5,3412.87,18.4,0.15,17.7,0.02,13,13
CUST_1044,6.0,3.0,1213.96,21.7,0.95,26.3,0.14,6,9
CUST_1045,0.2,15.1,3703.27,11.1,0.0,4.8,0.0,3,8
CUST_1046,6.3,4.8,1229.05,22.4,0.0,27.5,0.24,8,6
CUST_1047,0.2,3.9,604.26,57.1,0.0,34.0,0.0,25,31
CUST_1048,10.2,18.2,5680.7,48.9,0.95,50.4,0.0,28,10
CUST_1049,0.7,2.3,463.36,52.2,0.37,32.1,0.2,27,33
CUST_1050,5.6,3.7,1246.18,25.2,0.95,34.1,0.0,9,5
