application_id,application_date,loan_amount,annual_income,employment_years,job_stability_score,credit_score,credit_utilization,payment_history_score,open_credit_lines,debt_to_income_ratio,savings_ratio,asset_value,age,education_level,marital_status,residential_stability,loan_status
APP_1353,2023-08-11,29653.62,108461.82,12.0,0.962,637,0.137,0.888,5,0.074,0.611,67707.99,42,Bachelors,Divorced,7.7,0
APP_2197,2023-08-11,53038.26,40174.31,4.2,0.242,506,0.902,0.444,2,0.701,0.121,16156.66,43,Associates,Married,1.8,1
APP_2296,2023-08-11,10218.83,92197.94,8.8,0.475,724,0.182,0.92,3,0.322,0.423,244137.12,35,Masters,Single,7.2,0
APP_1003,2023-08-11,92699.16,79010.68,4.7,0.777,640,0.261,0.946,1,0.397,0.47,73673.45,31,Bachelors,Divorced,5.4,0
APP_446,2023-08-11,144868.57,45678.76,1.4,0.063,633,0.89,0.389,1,0.801,0.037,16470.28,32,High School,Divorced,2.0,1
APP_1539,2023-08-11,24735.66,109711.46,7.8,0.728,785,0.211,0.984,5,0.299,0.255,69466.52,45,Bachelors,Married,13.3,0
APP_1554,2023-08-12,28887.54,72801.33,9.9,0.629,777,0.195,0.999,1,0.694,0.404,139308.05,32,Associates,Single,11.6,0
APP_1623,2023-08-12,227403.89,47485.39,10.6,0.843,747,0.066,0.984,5,0.302,0.538,45805.25,37,Masters,Married,7.5,0
APP_1365,2023-08-12,23478.81,75901.79,5.4,0.102,615,0.935,0.217,4,0.979,0.013,52308.53,18,High School,Divorced,1.5,1
APP_1235,2023-08-12,50682.9,84591.91,12.7,0.653,625,0.033,0.992,3,0.353,0.24,88149.71,51,Bachelors,Married,8.4,0
APP_1673,2023-08-13,182371.21,81658.18,10.7,0.832,678,0.261,0.996,3,0.147,0.459,188830.23,54,Bachelors,Married,7.3,0
APP_916,2023-08-13,148866.53,60250.5,7.7,0.847,804,0.051,0.998,3,0.138,0.513,74374.82,40,Bachelors,Divorced,6.5,0
APP_1315,2023-08-14,309235.91,39564.95,4.8,0.03,572,0.857,0.118,3,0.798,0.081,17608.85,32,Bachelors,Divorced,3.7,1
APP_1481,2023-08-15,128021.05,41834.52,5.4,0.793,656,0.181,0.821,3,0.123,0.367,175476.36,53,Bachelors,Married,9.0,0
APP_1356,2023-08-15,54085.28,73010.1,11.8,0.732,685,0.173,0.982,6,0.168,0.348,129410.02,61,Masters,Married,3.0,0
APP_976,2023-08-16,11579.14,39543.06,2.1,0.413,589,0.755,0.237,0,0.832,0.071,159064.66,29,Associates,Single,1.9,1
APP_2177,2023-08-16,500000.0,45573.75,8.2,0.843,748,0.028,0.974,1,0.329,0.267,131786.9,60,Bachelors,Married,6.9,0
APP_079,2023-08-16,227827.78,31237.26,7.9,0.069,642,0.852,0.4,0,0.592,0.197,12161.65,24,Bachelors,Single,0.0,1
APP_1201,2023-08-16,60251.82,62882.4,3.6,0.847,778,0.079,0.945,6,0.548,0.689,182255.12,37,Doctorate,Married,10.6,0
APP_1769,2023-08-17,355775.5,45559.56,9.7,0.848,728,0.087,0.8,3,0.249,0.723,285689.25,29,High School,Single,2.3,0
APP_2069,2023-08-17,226710.49,91071.46,7.0,0.84,827,0.471,0.929,0,0.197,0.286,92587.12,64,High School,Married,7.7,0
APP_1088,2023-08-17,446225.21,67890.6,9.2,0.511,676,0.215,0.799,4,0.249,0.591,171344.1,23,Associates,Married,10.2,0
APP_1877,2023-08-17,302474.93,96109.33,1.2,0.761,712,0.158,0.909,4,0.469,0.414,728842.66,29,Bachelors,Married,7.6,0
APP_2496,2023-08-17,382120.31,22572.77,7.6,0.835,784,0.293,0.999,3,0.523,0.158,256408.19,39,High School,Divorced,10.4,0
APP_697,2023-08-18,74924.82,137456.83,8.1,0.831,762,0.188,0.902,3,0.336,0.408,201072.21,60,Associates,Married,0.9,0
APP_414,2023-08-19,237261.2,69215.6,7.9,0.655,818,0.187,0.931,2,0.103,0.528,314154.05,64,Doctorate,Married,5.1,0
APP_2355,2023-08-19,97621.57,62612.15,9.8,0.948,821,0.159,0.973,3,0.172,0.367,218991.19,55,High School,Married,5.7,0
APP_2145,2023-08-19,143391.22,47483.98,1.9,0.333,476,0.8,0.421,4,0.644,0.056,14090.24,47,Masters,Married,4.5,1
APP_1988,2023-08-21,261178.24,59259.44,9.6,0.842,729,0.228,0.997,1,0.262,0.6,135912.84,40,Bachelors,Single,14.2,0
APP_1847,2023-08-21,83235.08,145376.7,14.0,0.784,734,0.199,0.857,10,0.277,0.301,23489.31,53,Associates,Married,7.5,0
APP_2174,2023-08-21,102145.05,65419.19,8.9,0.91,766,0.339,0.889,2,0.269,0.331,253632.6,33,Bachelors,Married,7.7,0
APP_2029,2023-08-21,52596.51,110469.61,6.8,0.928,745,0.186,0.995,3,0.23,0.705,98182.49,32,Bachelors,Divorced,8.8,0
APP_810,2023-08-21,172098.41,113346.13,8.5,0.929,719,0.219,0.938,4,0.303,0.516,272892.03,59,Masters,Married,5.5,0
APP_2231,2023-08-24,171497.84,88800.11,10.0,0.867,651,0.052,0.654,5,0.395,0.085,67123.56,53,Associates,Single,4.6,0
APP_036,2023-08-24,73126.36,23905.91,2.9,0.135,737,0.683,0.422,1,0.898,0.119,9964.36,29,Associates,Married,2.1,1
APP_776,2023-08-24,127203.12,111799.47,9.3,0.695,742,0.091,0.883,2,0.156,0.361,120743.71,39,High School,Married,2.3,0
APP_2102,2023-08-25,14272.92,97304.68,7.1,0.984,695,0.135,0.999,4,0.694,0.624,182099.61,59,High School,Single,13.0,0
APP_2031,2023-08-25,467556.59,59577.43,13.2,0.585,716,0.35,0.807,1,0.39,0.451,128992.14,66,Masters,Divorced,8.9,0
APP_2460,2023-08-25,16086.57,138525.1,7.3,0.766,712,0.149,0.931,3,0.324,0.388,700506.2,56,Bachelors,Married,7.5,0
APP_2483,2023-08-25,20561.1,75705.98,10.2,0.82,773,0.295,0.857,6,0.313,0.305,563094.35,39,High School,Married,8.9,0
APP_2217,2023-08-27,96109.14,51891.69,5.2,0.886,684,0.267,0.991,2,0.473,0.383,270559.29,43,Doctorate,Married,9.6,0
APP_631,2023-08-27,91070.21,111507.19,7.3,0.592,736,0.096,0.868,0,0.225,0.579,140458.87,37,Bachelors,Widowed,9.8,0
APP_851,2023-08-27,134932.61,60059.35,4.5,0.15,468,0.491,0.071,1,0.739,0.07,22858.95,35,High School,Married,5.6,1
APP_388,2023-08-28,98631.87,94840.52,7.8,0.519,761,0.226,0.779,4,0.131,0.49,82077.13,42,Bachelors,Married,10.3,0
APP_1570,2023-08-28,37669.67,96262.42,7.6,0.809,772,0.117,0.995,3,0.203,0.43,461756.0,41,Associates,Widowed,3.5,0
APP_2422,2023-08-28,228302.45,56384.17,8.4,0.831,770,0.312,0.987,7,0.146,0.589,347975.73,38,Bachelors,Divorced,3.6,0
APP_252,2023-08-30,125088.76,90218.42,6.6,0.94,671,0.643,0.89,7,0.076,0.535,200292.88,48,Masters,Married,5.4,0
APP_1344,2023-08-30,12061.88,86267.61,9.0,0.83,706,0.063,0.994,3,0.462,0.392,218923.92,68,Masters,Single,8.1,0
APP_1436,2023-08-31,41996.23,35201.74,1.9,0.355,495,0.614,0.507,1,0.615,0.151,24630.09,24,Associates,Married,2.8,1
APP_1831,2023-09-01,168337.9,22883.72,6.2,0.274,662,0.732,0.252,3,0.523,0.032,9264.93,30,High School,Single,3.1,1
APP_165,2023-09-01,235652.83,75698.11,5.7,0.955,824,0.119,0.973,8,0.438,0.473,250131.95,47,Masters,Married,3.8,0
APP_1009,2023-09-02,12776.39,125352.4,6.7,0.718,680,0.211,0.824,3,0.33,0.069,139650.0,49,Associates,Married,10.2,0
APP_2187,2023-09-02,54944.09,44063.21,2.2,0.283,603,0.846,0.371,2,0.742,0.249,5402.79,41,High School,Married,5.2,1
APP_992,2023-09-02,67138.21,47963.24,10.3,0.809,743,0.372,0.895,1,0.318,0.669,213019.06,45,Bachelors,Married,6.8,0
APP_2200,2023-09-03,17882.55,71039.32,10.2,0.824,798,0.203,0.807,5,0.531,0.351,52540.1,27,Associates,Married,7.0,0
APP_2126,2023-09-04,165020.25,69699.6,11.0,0.789,682,0.178,0.996,0,0.278,0.698,47731.73,51,Associates,Divorced,7.2,0
APP_2351,2023-09-04,55215.07,44418.05,0.0,0.12,536,0.616,0.161,1,0.624,0.078,1910.85,30,High School,Divorced,4.3,1
APP_2263,2023-09-05,476108.48,112461.66,6.8,0.711,737,0.393,0.905,3,0.222,0.572,119843.82,55,Bachelors,Married,13.3,0
APP_101,2023-09-05,27247.26,32380.35,6.5,0.816,748,0.169,0.997,7,0.466,0.389,425059.39,32,High School,Married,5.6,0
APP_2266,2023-09-05,108636.4,71876.19,0.5,0.792,750,0.126,0.993,5,0.194,0.484,185491.14,29,Associates,Married,5.9,0
APP_699,2023-09-05,121814.38,57472.76,7.0,0.833,650,0.47,0.923,4,0.088,0.4,77302.99,57,High School,Divorced,3.4,0
APP_302,2023-09-05,72007.89,64775.02,3.4,0.887,783,0.052,0.964,6,0.358,0.367,191120.51,33,Masters,Widowed,9.0,0
APP_1712,2023-09-06,22317.73,102849.8,12.5,0.493,618,0.271,0.874,4,0.302,0.303,464962.07,75,Masters,Widowed,10.4,0
APP_2361,2023-09-06,35752.24,103306.55,12.1,0.895,685,0.209,0.898,3,0.184,0.167,109579.91,45,High School,Single,11.5,0
APP_1094,2023-09-07,500000.0,80390.78,5.6,0.733,644,0.312,0.947,3,0.198,0.297,107842.55,47,Bachelors,Single,4.1,0
APP_781,2023-09-08,46053.78,53518.64,10.0,0.679,678,0.205,0.926,6,0.249,0.308,77121.69,45,Associates,Married,8.0,0
APP_393,2023-09-09,56159.4,32654.02,4.4,0.287,613,0.919,0.461,3,0.813,0.172,4385.84,18,Bachelors,Married,2.1,1
APP_1721,2023-09-10,283594.43,112202.29,12.4,0.63,690,0.379,0.938,4,0.328,0.184,616351.71,37,Bachelors,Married,6.6,0
APP_2135,2023-09-10,88297.49,123814.11,5.2,0.798,711,0.115,0.922,6,0.287,0.357,95845.96,38,Bachelors,Married,3.3,0
APP_2464,2023-09-10,125980.59,41395.16,10.2,0.634,797,0.302,0.916,1,0.332,0.184,198004.93,41,Associates,Single,0.6,0
APP_1602,2023-09-11,163055.66,15000.0,6.6,0.679,798,0.25,0.789,3,0.401,0.442,125779.28,36,Bachelors,Divorced,1.6,0
APP_1494,2023-09-12,162711.71,109854.78,8.3,0.755,729,0.306,0.846,3,0.39,0.562,301942.08,48,Masters,Married,2.7,0
APP_1096,2023-09-12,220220.76,96998.81,10.8,0.775,731,0.282,0.878,3,0.509,0.428,337075.34,52,Bachelors,Married,11.1,0
APP_2312,2023-09-12,454190.01,70819.36,1.4,0.092,521,0.616,0.279,0,0.853,0.076,48185.38,23,Masters,Married,0.0,1
APP_1686,2023-09-13,91747.47,67511.49,10.6,0.515,840,0.43,0.957,4,0.252,0.449,106512.93,43,Masters,Single,2.5,0
APP_1032,2023-09-15,128624.13,15000.0,3.0,0.148,469,0.874,0.461,2,0.731,0.047,8972.52,36,Associates,Widowed,3.7,1
APP_695,2023-09-15,109433.42,120551.82,9.3,0.936,700,0.094,0.773,3,0.202,0.508,402994.58,24,Bachelors,Married,2.6,0
APP_185,2023-09-16,98858.67,121571.73,8.4,0.899,770,0.131,0.944,5,0.169,0.572,98303.44,26,Bachelors,Married,9.9,0
APP_580,2023-09-16,122049.87,65451.65,6.4,0.697,660,0.217,0.91,3,0.034,0.283,237706.96,46,Bachelors,Divorced,0.1,0
APP_1876,2023-09-16,147138.41,89776.55,12.8,0.848,620,0.379,0.85,3,0.217,0.503,376225.0,50,Bachelors,Married,10.0,0
APP_705,2023-09-16,163425.64,101113.66,6.8,0.922,752,0.398,0.816,5,0.177,0.468,103335.58,46,Masters,Married,7.9,0
APP_1883,2023-09-17,83412.21,53955.74,5.2,0.783,722,0.259,0.982,6,0.19,0.417,104442.79,40,Bachelors,Divorced,7.6,0
APP_655,2023-09-17,74828.97,63317.98,9.8,0.896,785,0.143,0.984,4,0.207,0.591,619917.25,52,Associates,Married,4.1,0
APP_264,2023-09-18,22814.35,95680.62,10.0,0.853,717,0.236,0.845,5,0.222,0.335,175452.77,52,Bachelors,Single,7.1,0
APP_824,2023-09-19,38495.08,15000.0,11.1,0.64,762,0.288,0.96,6,0.228,0.46,165262.51,48,Bachelors,Married,10.6,0
APP_1733,2023-09-19,10849.85,44411.53,4.1,0.942,733,0.248,0.86,4,0.111,0.482,147443.26,28,Bachelors,Single,7.5,0
APP_200,2023-09-20,137702.7,89359.66,6.5,0.824,695,0.271,0.941,5,0.222,0.55,97451.56,64,Doctorate,Single,10.0,0
APP_133,2023-09-20,48300.95,86950.95,3.7,0.802,651,0.192,0.945,1,0.369,0.423,714208.67,29,Bachelors,Divorced,7.8,0
APP_2216,2023-09-20,75673.56,45940.23,5.7,0.381,622,0.726,0.188,4,0.911,0.054,21645.39,31,High School,Married,1.3,1
APP_1873,2023-09-21,281147.97,129759.69,2.7,0.757,739,0.133,0.263,3,0.307,0.253,55446.5,31,Bachelors,Married,6.8,0
APP_1082,2023-09-21,146592.29,66969.06,7.1,0.789,747,0.341,0.972,1,0.27,0.289,193384.34,44,Bachelors,Married,7.7,0
APP_1586,2023-09-21,114853.59,67494.54,11.3,0.925,663,0.118,0.972,7,0.372,0.521,207591.66,58,Associates,Married,2.1,0
APP_2169,2023-09-21,13003.58,73260.51,7.4,0.942,736,0.074,0.702,1,0.407,0.533,249461.53,40,Associates,Divorced,4.9,0
APP_1479,2023-09-22,148191.92,67154.55,2.0,0.525,723,0.868,0.276,2,0.691,0.102,12222.96,19,High School,Married,0.0,1
APP_1734,2023-09-22,94964.96,66029.76,2.8,0.348,444,0.818,0.268,0,0.809,0.142,3171.14,33,Associates,Single,0.5,1
APP_1665,2023-09-23,500000.0,66290.42,1.1,0.048,652,0.897,0.3,1,0.75,0.046,14665.02,22,Bachelors,Single,6.1,1
APP_978,2023-09-24,141680.36,103932.46,7.3,0.524,825,0.311,0.742,5,0.11,0.321,128170.97,43,Bachelors,Married,8.0,0
APP_2140,2023-09-24,500000.0,33802.67,2.4,0.609,685,0.109,0.853,5,0.171,0.483,317637.73,54,Associates,Married,7.2,0
APP_2371,2023-09-25,460890.12,48503.2,6.7,0.134,503,0.78,0.419,1,0.938,0.21,6079.46,24,Associates,Single,2.4,1
APP_1724,2023-09-25,143739.59,39118.69,3.6,0.391,645,0.666,0.497,3,0.885,0.037,21139.22,29,Associates,Married,4.1,1
APP_132,2023-09-25,45047.84,63912.67,4.0,0.165,542,0.622,0.319,1,0.723,0.123,9543.63,23,High School,Married,3.9,1
APP_329,2023-09-26,79935.45,29982.06,5.9,0.76,777,0.445,0.949,4,0.237,0.395,176944.12,46,Doctorate,Married,5.2,0
APP_628,2023-09-26,43103.12,58029.0,4.9,0.094,561,0.679,0.458,3,0.946,0.092,41238.05,50,Associates,Divorced,2.5,1
APP_441,2023-09-26,434929.24,36739.03,5.6,0.125,538,0.781,0.373,1,0.817,0.036,8788.38,27,High School,Divorced,4.6,1
APP_1017,2023-09-26,500000.0,59482.15,1.1,0.576,679,0.356,0.996,3,0.181,0.493,52002.3,50,Associates,Married,4.1,0
APP_454,2023-09-26,26822.86,85955.38,4.7,0.15,626,0.943,0.163,1,0.668,0.03,69105.01,37,Masters,Divorced,2.6,1
APP_1183,2023-09-27,192502.37,53740.01,7.2,0.905,705,0.225,0.996,5,0.137,0.216,153365.86,38,Doctorate,Married,6.2,0
APP_1378,2023-09-27,166837.54,51501.61,0.8,0.149,795,0.717,0.295,2,0.806,0.096,41442.74,36,Associates,Married,4.8,1
APP_319,2023-09-28,120296.28,81012.19,10.0,0.699,679,0.347,0.946,2,0.426,0.464,74424.51,57,Associates,Married,7.3,0
APP_2196,2023-09-29,227612.89,93766.53,13.7,0.731,743,0.197,0.928,3,0.283,0.632,181509.4,72,Masters,Married,8.5,0
APP_1679,2023-09-29,407081.66,86066.22,3.9,0.515,719,0.153,0.682,5,0.02,0.571,60486.06,31,Associates,Married,6.3,0
APP_1445,2023-09-29,34406.9,41475.48,1.6,0.075,618,0.596,0.496,2,0.801,0.143,1000000.0,39,Bachelors,Married,1.4,1
APP_2120,2023-09-30,432037.04,24178.17,3.1,0.19,717,0.863,0.282,3,0.66,0.063,42534.89,40,High School,Married,4.2,1
APP_2494,2023-10-01,330086.3,15000.0,2.1,0.3,542,0.724,0.433,0,0.723,0.049,142857.22,49,Associates,Married,2.4,1
APP_2151,2023-10-01,149802.63,64280.96,2.6,0.189,510,0.805,0.16,3,0.976,0.202,57700.77,46,High School,Single,3.2,1
APP_658,2023-10-01,226727.09,76738.33,5.9,0.858,676,0.154,0.772,2,0.068,0.147,30906.05,30,Bachelors,Married,11.7,0
APP_2331,2023-10-02,109462.03,139005.69,9.2,0.772,633,0.237,0.999,3,0.113,0.296,149726.45,59,Masters,Married,3.6,0
APP_217,2023-10-02,95732.28,61649.1,5.9,0.928,712,0.213,0.81,3,0.254,0.153,263849.37,52,High School,Single,10.7,0
APP_878,2023-10-02,486367.59,115106.95,6.8,0.857,674,0.034,0.997,4,0.277,0.396,250929.6,57,Bachelors,Married,8.8,0
APP_2124,2023-10-03,295424.47,82460.16,0.0,0.941,711,0.131,0.988,6,0.333,0.44,101560.09,58,Associates,Married,1.4,0
APP_179,2023-10-03,43905.11,56890.91,7.8,0.772,793,0.219,0.981,7,0.338,0.286,104169.77,42,Masters,Married,8.9,0
APP_1818,2023-10-04,170991.09,67171.71,6.3,0.797,655,0.112,0.962,4,0.356,0.463,144917.49,50,Bachelors,Divorced,12.0,0
APP_146,2023-10-04,82328.45,15000.0,2.2,0.263,568,0.689,0.211,0,0.524,0.034,11633.94,61,High School,Single,2.1,1
APP_102,2023-10-05,131543.94,40679.97,3.7,0.163,443,0.983,0.243,1,0.789,0.197,162272.2,30,High School,Married,2.0,1
APP_1624,2023-10-06,25104.18,15060.16,5.5,0.016,673,0.953,0.353,1,0.643,0.002,83898.75,33,Associates,Divorced,0.0,1
APP_635,2023-10-07,49214.13,57672.64,0.0,0.095,624,0.602,0.476,1,0.738,0.023,5128.31,38,High School,Married,2.9,1
APP_2286,2023-10-07,500000.0,33955.6,8.3,0.854,683,0.061,0.896,8,0.119,0.475,264984.92,65,Associates,Divorced,13.4,0
APP_722,2023-10-08,68174.14,21887.1,4.0,0.054,744,0.519,0.406,0,0.389,0.075,88585.76,39,Associates,Divorced,0.7,1
APP_2344,2023-10-08,255910.27,50243.88,5.8,0.823,693,0.075,0.992,4,0.301,0.297,206950.57,40,Masters,Single,8.4,0
APP_128,2023-10-08,92811.66,95340.9,8.4,0.954,772,0.012,0.974,6,0.39,0.238,31325.09,42,Bachelors,Married,1.7,0
APP_1006,2023-10-08,91637.44,65726.61,2.5,0.949,583,0.102,0.907,2,0.563,0.274,101198.29,37,Bachelors,Divorced,6.1,0
APP_2290,2023-10-08,38837.99,96828.21,6.2,0.837,696,0.043,0.881,1,0.153,0.251,99552.68,34,Bachelors,Married,12.7,0
APP_1983,2023-10-09,33814.84,72437.79,11.3,0.89,838,0.299,0.898,0,0.09,0.359,108170.71,75,Bachelors,Married,3.5,0
APP_031,2023-10-09,23567.78,109900.53,6.3,0.915,754,0.25,0.86,2,0.361,0.271,248160.06,18,Associates,Married,8.2,0
APP_077,2023-10-10,193513.65,40269.25,0.4,0.257,517,0.809,0.217,3,0.797,0.053,45453.99,49,Bachelors,Married,0.6,1
APP_1692,2023-10-10,12122.71,85734.99,13.1,0.719,727,0.163,0.909,4,0.197,0.276,398170.96,31,Bachelors,Married,8.6,0
APP_2272,2023-10-11,128781.21,15000.0,5.5,0.088,339,0.901,0.2,2,0.56,0.06,24626.27,33,Associates,Single,2.0,1
APP_136,2023-10-11,500000.0,63111.64,11.1,0.9,699,0.15,0.676,2,0.232,0.467,429197.55,37,Doctorate,Married,3.6,0
APP_1854,2023-10-12,107737.06,65214.26,10.3,0.938,727,0.228,0.937,4,0.14,0.264,161335.63,57,Doctorate,Married,8.7,0
APP_1671,2023-10-12,179053.34,15000.0,4.7,0.286,625,0.985,0.424,2,0.904,0.026,106974.95,33,High School,Widowed,1.6,1
APP_1951,2023-10-14,38622.71,37333.38,10.4,0.747,803,0.236,0.826,2,0.685,0.24,128430.77,48,Masters,Married,9.1,0
APP_468,2023-10-15,500000.0,68289.29,2.7,0.215,533,0.751,0.161,4,0.518,0.012,9396.02,20,Bachelors,Married,2.9,1
APP_2451,2023-10-15,19335.75,50995.49,5.8,0.083,575,0.911,0.633,1,0.849,0.262,23111.07,42,Doctorate,Married,2.9,1
APP_285,2023-10-16,33498.47,34176.38,4.4,0.276,629,0.842,0.529,0,0.837,0.235,7320.18,49,High School,Single,0.8,1
APP_743,2023-10-16,33711.17,60198.41,11.2,0.953,648,0.424,0.962,5,0.398,0.513,40384.16,61,Bachelors,Married,7.6,0
APP_494,2023-10-18,163718.53,41530.27,5.9,0.202,413,0.777,0.097,2,0.593,0.069,12142.06,25,Associates,Married,1.3,1
APP_316,2023-10-18,500000.0,72916.69,10.9,0.807,702,0.21,0.913,6,0.26,0.571,65351.6,44,Doctorate,Married,7.5,0
APP_1728,2023-10-19,94561.84,44566.47,7.8,0.537,850,0.418,0.888,5,0.45,0.33,1000000.0,26,Bachelors,Married,8.8,0
APP_320,2023-10-19,104931.73,40532.59,3.0,0.031,559,0.577,0.213,1,0.786,0.13,9326.34,20,High School,Married,1.0,1
APP_444,2023-10-20,412919.94,73684.7,11.3,0.615,711,0.197,0.967,4,0.251,0.435,239457.69,36,Bachelors,Single,5.8,0
APP_238,2023-10-21,124530.74,47146.5,1.0,0.376,574,0.914,0.476,2,0.847,0.048,24529.92,18,High School,Married,1.2,1
APP_2419,2023-10-21,10826.18,65863.85,8.2,0.758,677,0.255,0.69,2,0.28,0.318,303013.56,58,Masters,Married,2.3,0
APP_2095,2023-10-22,88883.13,63923.94,2.5,0.78,676,0.209,0.814,4,0.268,0.607,363667.55,51,Associates,Married,4.7,0
APP_168,2023-10-22,165761.79,15000.0,7.8,0.8,793,0.113,0.722,4,0.17,0.124,449919.56,41,Bachelors,Married,6.1,0
APP_1980,2023-10-23,14467.71,80071.58,2.0,0.274,513,0.647,0.207,1,0.481,0.077,14648.33,34,Associates,Married,5.5,1
APP_2404,2023-10-23,184219.37,62478.57,10.5,0.746,661,0.086,0.95,1,0.291,0.599,31095.17,55,Masters,Single,4.7,0
APP_864,2023-10-23,144262.11,106217.79,5.6,0.854,850,0.449,0.985,5,0.732,0.484,44907.92,38,Masters,Married,12.9,0
APP_1666,2023-10-23,219237.87,61508.91,7.6,0.928,672,0.202,0.883,5,0.466,0.744,104604.5,22,Associates,Widowed,4.4,0
APP_1853,2023-10-23,91342.7,126756.31,3.9,0.909,678,0.16,0.763,5,0.413,0.341,33148.08,61,Bachelors,Married,6.6,0
APP_1067,2023-10-23,62191.51,47692.8,5.2,0.118,559,0.754,0.252,0,0.757,0.024,4425.19,21,Associates,Married,1.6,1
APP_2362,2023-10-24,48928.28,72926.15,9.1,0.682,697,0.21,0.949,4,0.386,0.571,58743.26,51,Bachelors,Married,10.8,0
APP_890,2023-10-24,500000.0,27822.66,7.6,0.866,638,0.266,0.718,3,0.23,0.428,348835.28,51,Bachelors,Married,10.6,0
APP_1989,2023-10-24,29952.4,109800.67,9.3,0.888,828,0.186,0.994,8,0.415,0.596,95827.37,38,Masters,Divorced,3.9,0
APP_703,2023-10-24,298391.54,52445.84,11.0,0.624,729,0.251,0.908,5,0.515,0.18,214396.58,59,Masters,Single,6.1,0
APP_1667,2023-10-24,32549.69,54792.57,2.4,0.208,467,0.965,0.285,4,0.565,0.168,57442.52,36,Masters,Single,0.4,1
APP_1412,2023-10-24,500000.0,55208.84,7.8,0.663,712,0.34,0.952,5,0.147,0.623,536751.81,48,Associates,Married,13.3,0
APP_1715,2023-10-24,222957.49,97949.06,12.7,0.702,726,0.207,0.891,4,0.244,0.185,53732.81,49,Associates,Married,3.2,0
APP_1812,2023-10-25,241113.45,87064.93,10.2,0.821,657,0.172,0.83,5,0.421,0.287,200480.65,58,High School,Married,8.1,0
APP_407,2023-10-25,10510.73,124868.35,6.0,0.878,788,0.177,0.828,5,0.35,0.529,741478.86,62,High School,Married,8.5,0
APP_1984,2023-10-25,182834.63,107702.67,8.3,0.819,800,0.081,0.975,3,0.249,0.666,60866.64,53,Masters,Married,7.4,0
APP_1033,2023-10-26,425725.9,82000.89,3.9,0.064,492,0.57,0.519,2,0.599,0.032,22955.18,33,High School,Single,2.7,1
APP_883,2023-10-26,133141.84,47945.96,3.1,0.239,559,0.899,0.278,3,0.596,0.134,51252.54,22,Bachelors,Widowed,1.5,1
APP_139,2023-10-26,92422.64,106866.33,10.8,0.77,767,0.089,0.979,4,0.354,0.289,116212.5,27,Associates,Married,9.3,0
APP_1917,2023-10-26,63278.49,53542.97,2.3,0.377,698,0.848,0.317,1,0.454,0.131,21774.62,30,High School,Divorced,3.2,1
APP_2075,2023-10-26,500000.0,69534.51,2.2,0.155,725,0.788,0.18,2,0.933,0.012,15351.07,26,High School,Married,2.3,1
APP_1653,2023-10-26,41755.26,95065.38,14.3,0.851,788,0.267,1.0,5,0.307,0.43,149649.77,60,Bachelors,Married,0.0,0
APP_1587,2023-10-27,75586.28,50611.78,3.7,0.661,701,0.127,0.97,4,0.169,0.543,169263.24,37,Masters,Married,6.2,0
APP_788,2023-10-27,455818.53,61413.28,4.6,0.202,588,0.723,0.209,2,0.802,0.145,14746.15,42,Bachelors,Single,3.2,1
APP_989,2023-10-28,85809.15,47280.68,5.8,0.087,557,0.931,0.148,3,0.493,0.053,15658.74,50,Masters,Divorced,1.6,1
APP_891,2023-10-28,179842.54,58327.04,9.7,0.628,696,0.106,0.892,3,0.222,0.442,100677.79,69,Doctorate,Married,8.7,0
APP_666,2023-10-28,93480.35,101504.64,12.5,0.573,728,0.398,0.863,4,0.5,0.258,204609.93,53,Doctorate,Single,4.6,0
APP_624,2023-10-29,135426.54,28628.2,0.8,0.124,487,0.64,0.27,2,0.665,0.014,22847.7,29,Associates,Widowed,1.3,1
APP_503,2023-10-30,98055.09,130672.58,9.0,0.755,736,0.41,0.928,7,0.151,0.269,125877.5,54,Doctorate,Married,2.1,0
APP_1531,2023-10-31,165046.09,72006.81,11.5,0.447,789,0.08,0.812,2,0.356,0.544,487967.0,43,Associates,Single,9.2,0
APP_1723,2023-11-01,500000.0,59977.31,6.4,0.168,452,0.66,0.451,2,0.825,0.016,341284.06,45,Associates,Single,5.2,1
APP_909,2023-11-01,432375.38,74181.23,13.3,0.961,778,0.202,0.997,1,0.245,0.699,164178.75,36,Bachelors,Married,5.4,0
APP_1621,2023-11-01,116912.29,15000.0,0.3,0.193,481,0.542,0.415,3,0.825,0.093,15108.72,35,High School,Single,3.9,1
APP_2277,2023-11-01,84237.61,83576.05,9.4,0.464,747,0.05,0.901,4,0.227,0.761,156838.04,52,Masters,Married,6.8,0
APP_1231,2023-11-03,69824.59,62011.9,2.2,0.15,603,0.973,0.201,1,0.513,0.061,31651.7,44,High School,Widowed,3.5,1
APP_486,2023-11-03,79234.26,71077.48,2.3,0.345,494,0.734,0.141,0,0.895,0.139,47035.86,43,Bachelors,Married,4.9,1
APP_2152,2023-11-03,109539.14,48981.15,6.0,0.892,656,0.242,0.975,2,0.41,0.293,79599.92,33,Associates,Married,11.4,0
APP_1863,2023-11-03,203559.5,88612.49,10.2,0.658,662,0.076,0.882,2,0.488,0.208,937963.64,50,Bachelors,Married,6.5,0
APP_626,2023-11-03,74511.64,58812.35,5.2,0.209,539,0.885,0.126,4,0.694,0.019,6946.34,27,Masters,Married,2.0,1
